0	 17.36875
0.001	17.47969
0.002	17.51406
0.003	17.33906
0.004	16.98438
0.005	16.72813
0.006	16.7625
0.007	16.94844
0.008	17.04688
0.009	16.9875
0.01	16.8375
0.011	16.64531
0.012	16.41719
0.013	16.20781
0.014	16.09219
0.015	16.06406
0.016	16.02812
0.017	15.94688
0.018	15.86563
0.019	15.875
0.02	15.95
0.021	15.90469
0.022	15.625
0.023	15.27969
0.024	15.13906
0.025	15.25938
0.026	15.47656
0.027	15.64219
0.028	15.725
0.029	15.68438
0.03	15.43594
0.031	15.05625
0.032	14.83281
0.033	14.92031
0.034	15.14063
0.035	15.24219
0.036	15.23125
0.037	15.27813
0.038	15.39844
0.039	15.39531
0.04	15.14844
0.041	14.84531
0.042	14.73281
0.043	14.76719
0.044	14.73594
0.045	14.57813
0.046	14.40313
0.047	14.29063
0.048	14.19531
0.049	14.03438
0.05	13.79844
0.051	13.59531
0.052	13.55469
0.053	13.67656
0.054	13.825
0.055	13.89844
0.056	13.89688
0.057	13.83438
0.058	13.70313
0.059	13.54375
0.06	13.43594
0.061	13.3875
0.062	13.35
0.063	13.325
0.064	13.41719
0.065	13.60938
0.066	13.61563
0.067	13.25313
0.068	12.74844
0.069	12.4375
0.07	12.35781
0.071	12.31563
0.072	12.24219
0.073	12.27031
0.074	12.44844
0.075	12.55625
0.076	12.32813
0.077	11.82969
0.078	11.39375
0.079	11.26406
0.08	11.37031
0.081	11.50781
0.082	11.60469
0.083	11.71406
0.084	11.81406
0.085	11.77344
0.086	11.5375
0.087	11.26094
0.088	11.13438
0.089	11.16406
0.09	11.2125
0.091	11.2
0.092	11.15313
0.093	11.05313
0.094	10.82031
0.095	10.49219
0.096	10.20313
0.097	10.03281
0.098	10.00469
0.099	10.12969
0.1	10.39688
0.101	10.70938
0.102	10.83125
0.103	10.55
0.104	9.978125
0.105	9.510938
0.106	9.389062
0.107	9.478125
0.108	9.525
0.109	9.498437
0.11	9.526563
0.111	9.567188
0.112	9.409375
0.113	9.029687
0.114	8.692188
0.115	8.596875
0.116	8.640625
0.117	8.610938
0.118	8.465625
0.119	8.329688
0.12	8.2625
0.121	8.154687
0.122	7.904688
0.123	7.584375
0.124	7.35625
0.125	7.275
0.126	7.260938
0.127	7.225
0.128	7.178125
0.129	7.15625
0.13	7.09375
0.131	6.907813
0.132	6.670313
0.133	6.529688
0.134	6.542188
0.135	6.645313
0.136	6.778125
0.137	6.925
0.138	7.001563
0.139	6.820313
0.14	6.35
0.141	5.885938
0.142	5.74375
0.143	5.890625
0.144	6.029688
0.145	6.010938
0.146	5.970313
0.147	6.003125
0.148	5.95
0.149	5.64375
0.15	5.245313
0.151	5.0625
0.152	5.115625
0.153	5.13125
0.154	4.954688
0.155	4.7375
0.156	4.66875
0.157	4.684375
0.158	4.570313
0.159	4.259375
0.16	3.926563
0.161	3.751563
0.162	3.71875
0.163	3.70625
0.164	3.66875
0.165	3.635938
0.166	3.573438
0.167	3.403125
0.168	3.13125
0.169	2.875
0.17	2.745313
0.171	2.729688
0.172	2.754688
0.173	2.801563
0.174	2.876563
0.175	2.842188
0.176	2.525
0.177	2.00625
0.178	1.5875
0.179	1.4375
0.18	1.432813
0.181	1.392188
0.182	1.328125
0.183	1.335938
0.184	1.3375
0.185	1.139063
0.186	0.7484375
0.187	0.409375
0.188	0.29375
0.189	0.321875
0.19	0.3171875
0.191	0.2328125
0.192	0.1359375
0.193	0.046875
0.194	-0.1125
0.195	-0.3890625
0.196	-0.7125
0.197	-0.9328125
0.198	-0.9765625
0.199	-0.9171875
0.2	-0.8953125
0.201	-0.965625
0.202	-1.110938
0.203	-1.35
0.204	-1.707813
0.205	-2.089063
0.206	-2.326563
0.207	-2.3625
0.208	-2.3125
0.209	-2.295313
0.21	-2.296875
0.211	-2.325
0.212	-2.521875
0.213	-2.942188
0.214	-3.379688
0.215	-3.615625
0.216	-3.692188
0.217	-3.8
0.218	-3.953125
0.219	-4.015625
0.22	-4.020313
0.221	-4.198437
0.222	-4.60625
0.223	-4.990625
0.224	-5.121875
0.225	-5.078125
0.226	-5.082813
0.227	-5.207813
0.228	-5.360938
0.229	-5.45625
0.23	-5.548438
0.231	-5.754688
0.232	-6.082813
0.233	-6.379688
0.234	-6.482813
0.235	-6.423438
0.236	-6.379688
0.237	-6.417188
0.238	-6.453125
0.239	-6.496875
0.24	-6.665625
0.241	-6.960938
0.242	-7.210938
0.243	-7.264063
0.244	-7.117188
0.245	-6.8625
0.246	-6.601563
0.247	-6.454688
0.248	-6.55625
0.249	-6.898438
0.25	-7.253125
0.251	-7.378125
0.252	-7.259375
0.253	-7.107813
0.254	-7.09375
0.255	-7.151563
0.256	-7.154688
0.257	-7.179688
0.258	-7.36875
0.259	-7.629688
0.26	-7.751563
0.261	-7.692188
0.262	-7.573438
0.263	-7.476563
0.264	-7.382813
0.265	-7.385938
0.266	-7.865625
0.267	-8.946875
0.268	-9.80625
0.269	-9.242188
0.27	-6.895313
0.271	-3.390625
0.272	0.09375
0.273	2.184375
0.274	2.18125
0.275	0.73125
0.276	-0.8796875
0.277	-1.8125
0.278	-1.901563
0.279	-1.446875
0.28	-1.05
0.281	-1.11875
0.282	-1.415625
0.283	-1.442188
0.284	-1.14375
0.285	-0.8859375
0.286	-0.8796875
0.287	-0.9828125
0.288	-0.9875
0.289	-0.859375
0.29	-0.6796875
0.291	-0.4796875
0.292	-0.240625
0.293	-0.059375
0.294	-0.11875
0.295	-0.4046875
0.296	-0.6328125
0.297	-0.5734375
0.298	-0.284375
0.299	0
0.3	0.1328125
0.301	0.11875
0.302	0.0296875
